Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,190.8,0,0,133,148.4966,2.181697,0,0,0,0,0,0,84,84,0,0
0.09999999,S,0.09999999,0.010,0,0.5076413,0,38.02234,190.7968,0.00711964,0,132.9437,148.4966,2.18962,0,0,0,7.33500003814697,0,0,84,84,0,0
0.2,S,0.2,0.010,0,0.5076413,0,78.55994,190.7803,0.00711964,0,132.8875,148.4966,2.197544,0,0,0,7.33500003814697,0,0,84,84,0,0
0.3,S,0.3,0.010,0,0.5076413,0,141.118,190.7393,0.00711964,0,132.8312,148.4966,2.205467,0,0,0,7.33500003814697,0,0,84,84,0,0
0.3999999,S,0.3999999,0.010,0,0.5076413,0,220.1911,190.6647,0.007333684,0,132.7749,148.4966,2.21339,6.15712375217664,4.77770067411511,3.88378026775174,7.48389558200054,0.1204614,0.147926,84,84,0.001753354,0.002889585
0.4999998,S,0.4999998,0.010,0,0.5076411,0,314.2784,190.549,0.008484254,0,132.7186,148.4966,2.221313,21.3331382774968,20.599436342637,5.5467117405219,8.09672202300602,1.467342,0.6276512,84,84,0.06784166,0.04027036
0.5999997,S,0.5999997,0.010,0,0.5076408,0,439.3952,190.3825,0.01208721,0,132.6623,148.4966,2.229236,42.3901488448194,41.673504240656,7.76168560236588,9.81806719443885,4.668243,1.302242,84,84,0.3568923,0.1349017
0.6999996,S,0.6999996,0.01168321,0,0.5125873,0,577.5253,190.1507,0.02409131,0,132.6061,148.4966,2.237159,65.8029846752216,65.0054427199026,10.2139712627807,13.9666087286239,10.18631,2.220378,84,84,1.080405,0.3090131
0.7999995,S,0.7999995,0.01730735,0,0.5129141,0,668.616,189.8598,0.05289962,0,132.5498,148.4966,2.245082,81.367723473068,80.5012922044039,11.8426507425851,20.6392234867816,17.66159,3.344222,84,84,2.460703,0.5859716
0.8999994,S,0.8999994,0.02439666,0,0.5034403,0,735.6841,189.5328,0.1031623,0,132.4935,148.4966,2.253005,92.9311052137895,92.0099389762887,13.0522582657577,28.9300572469905,26.3552,4.596121,84,84,4.652008,0.9819865
0.9999993,S,0.9999993,0.03288533,0,0.4906842,0,836.7894,189.1671,0.1826707,0,132.4372,148.4966,2.260928,110.345644980402,109.338639296454,14.8735780140783,38.8722507270492,36.51273,6.001882,84,84,7.780617,1.510333
1.099999,S,1.099999,0.0430515,0,0.4769739,0,935.8958,188.7502,0.3042747,0,132.381,148.4966,2.268851,127.525724725862,126.431475412728,16.670107732616,50.7351095933209,48.4875,7.598643,84,84,12.01683,2.188909
1.199999,S,1.199999,0.05438563,0,0.4640683,0,978.9554,188.2971,0.4723417,0,132.3247,148.4966,2.276774,135.235777178441,134.101807025567,17.4762919847036,63.8430797317504,61.6328,9.318432,84,84,17.5174,3.03419
1.299999,S,1.299999,0.06627165,0,0.4527414,0,1007.007,187.8281,0.684071,0,132.2684,148.4966,2.284697,140.420508003323,139.259671592645,18.0184054738457,77.5569513997462,75.33493,11.09674,84,84,24.36156,4.054505
1.399999,S,1.399999,0.07864183,6.746272,0.5459569,0.7808256,1032.393,187.3453,1.161254,1.714341,132.2121,148.4966,2.29262,145.145976392921,143.9976,18.22212,91.8200199745441,89.55721,12.92388,83.99983,81.78841,32.62423,5.255403
1.499999,S,1.499999,0.09133992,5.974853,0.5146906,0.6925852,1044.104,186.8532,1.476287,2.042592,132.1558,148.4966,2.300543,147.574693279402,146.4187,18.43514,106.435293882856,104.1166,14.76037,83.99344,81.93108,42.37878,6.639445
1.599999,S,1.599999,0.1041248,5.374943,0.4931368,0.6234525,1030.134,186.3593,1.837369,2.379621,132.0996,148.4966,2.308466,145.577731886611,144.4338,18.2141,121.10419888138,118.7157,16.59844,83.97672,82.04069,53.59542,8.207608
1.699999,S,1.699999,0.1165726,4.905164,0.4822947,0.5687454,1000.151,185.8773,2.251227,2.710733,132.0433,148.4966,2.316389,140.779347486101,139.6581,17.73245,135.355788991762,132.8883,18.39221,83.94823,82.12012,66.25057,9.957555
1.799999,S,1.799999,0.1288262,4.51303,0.4734911,0.523452,1009.71,185.4039,2.697768,3.040146,131.987,148.4966,2.324312,142.804141889828,141.6641,18.00849,149.450106851905,146.8967,20.17307,83.90659,82.18058,80.30779,11.88555
1.899999,S,1.899999,0.1414939,4.156465,0.4656562,0.4824765,1048.802,184.9191,3.198688,3.375575,131.9307,148.4966,2.332235,149.978590709577,148.7853,18.88153,164.06956310365,161.4225,22.01799,83.85043,82.2328,95.79011,13.99433
1.999998,S,1.999998,0.1548296,3.821167,0.4584241,0.4439485,1088.399,184.4144,3.768154,3.713907,131.8745,148.4966,2.340158,157.288532739026,156.0331,19.83316,179.455362999928,176.7058,23.95857,83.77854,82.27866,112.7669,16.29237
2.099998,S,2.099998,0.168698,3.505858,0.4517618,0.4076523,1109.488,183.8937,4.405335,4.041628,131.8182,148.4966,2.348081,161.407006658504,160.0985,20.51078,195.41873394637,192.5578,25.98129,83.68974,82.31565,131.3059,18.78879
2.199998,S,2.199998,0.1828131,3.210217,0.4456837,0.3735842,1113.564,183.3661,5.099887,4.34125,131.7619,148.4966,2.356004,162.562549213488,161.2088,20.93574,211.632774223247,208.6523,28.05778,83.58302,82.3413,151.4461,21.4904
2.299998,S,2.299998,0.1970417,2.929467,0.4401255,0.341272,1124.986,182.8366,5.845945,4.599223,131.7056,148.4966,2.363927,165.011412530202,163.5939,21.58245,227.986657930847,224.8784,30.18328,83.45759,82.35542,173.2016,24.4019
2.399998,S,2.399998,0.2115665,2.656264,0.4349514,0.3098352,1139.751,182.2993,6.654446,4.806025,131.6493,148.4966,2.37185,168.063207951095,166.5658,22.38473,244.683307668901,241.4372,32.38904,83.31301,82.35933,196.5978,27.52985
2.499998,S,2.499998,0.2261114,2.391593,0.4301943,0.2793042,1119.573,181.7619,7.510602,4.938388,131.5931,148.4966,2.379773,164.941455829274,163.393,22.54798,261.337283964768,257.9445,34.63893,83.14916,82.35161,221.6524,30.88115
2.599998,S,2.599998,0.2404158,2.134133,0.4258696,0.249629,1113.914,181.2337,8.397073,4.980821,131.5368,148.4966,2.387696,164.36475277888,162.7356,23.08455,277.736168135198,274.1884,36.91543,82.96639,82.33208,248.3404,34.45838
2.699998,S,2.699998,0.2548484,1.878518,0.4219704,0.2201624,1123.024,180.7034,9.339076,4.928215,131.4805,148.4966,2.395619,166.408200030408,164.6647,24.02552,294.304039244107,290.5893,39.27751,82.76551,82.30226,276.6595,38.26723
2.799998,S,2.799998,0.2693229,1.625562,0.4186116,0.1909432,1114.124,180.1726,10.33526,4.764781,131.4242,148.4966,2.403542,165.240892958881,163.3929,24.64372,310.883186603549,306.9895,41.71398,82.5479,82.26199,306.6218,42.31633
2.899998,S,2.899998,0.2837868,1.37563,0.4155992,0.1620575,1123.245,179.6438,11.3789,4.482736,131.368,148.4966,2.411465,167.285245103367,165.2909,25.75406,327.477235190185,323.3915,44.23318,82.31549,82.21147,338.2212,46.61276
2.999998,S,2.999998,0.2985247,1.128736,0.4128979,0.1334841,1139.046,179.1082,12.49379,4.079368,131.3117,148.4966,2.419388,170.53873084264,168.3697,27.11278,344.392573397925,340.0979,46.88366,82.07082,82.15105,371.4766,51.16747
3.099998,S,3.099998,0.3134958,0.8874159,0.4105145,0.105503,1149.515,178.5666,13.68056,3.549791,131.2554,148.4966,2.427311,172.847727549489,170.495,28.42168,361.56041950951,357.0392,49.66453,81.81697,82.08091,406.4164,55.9938
3.199997,S,3.199997,0.3287381,0.6542484,0.4084386,0.0784177,1169.665,178.0182,14.9462,2.896552,131.1991,148.4966,2.435235,176.916348330798,174.3452,30.05238,379.050842069066,374.2835,52.59331,81.55756,82.00133,443.0654,61.10532
3.299997,S,3.299997,0.3442454,0.4325112,0.4066544,0.05259641,1165.801,177.4626,16.29403,2.126347,131.1429,148.4966,2.443157,176.653673232808,173.8956,31.09406,396.795809201112,391.7624,55.66608,81.29674,81.9129,481.4555,66.51744
3.399997,S,3.399997,0.3595186,0.2260656,0.4051731,0.02849399,1138.918,176.9149,17.68002,1.253755,131.0866,148.4966,2.451081,172.191167679886,169.2872,31.49035,414.223141316353,408.9096,58.79933,81.03898,81.81721,521.579,72.24043
3.499997,S,3.499997,0.3745525,0.03789752,0.4039511,0.006466981,1140.069,176.3763,19.10106,0.3082583,131.0303,148.4966,2.459003,172.798062402216,169.6864,32.645,431.419562321815,425.8109,62.00414,80.78902,81.71515,563.399,78.27963
3.599997,S,3.599997,0.3897946,-0.1288226,0.4029059,-0.01312107,1154.237,175.8331,20.59933,-0.676122,130.974,148.4966,2.466927,175.781671991088,172.4308,34.15868,448.871444275994,442.9467,65.35471,80.55173,81.60683,606.9203,84.64631
3.699997,S,3.699997,0.4050953,-0.2709196,0.401997,-0.0298938,1134.381,175.2886,22.15949,-1.660105,130.9177,148.4966,2.47485,172.531794245649,169.0287,34.59073,466.320431933249,460.0624,68.80522,80.33183,81.4941,652.1594,91.354
3.799997,S,3.799997,0.4200077,-0.3859486,0.4012021,-0.04355905,1109.525,174.7567,23.73098,-2.594528,130.8615,148.4966,2.482773,168.323742378482,164.6974,34.75124,483.30668228964,476.7057,72.27043,80.13367,81.37938,699.0848,98.40768
3.899997,S,3.899997,0.434764,-0.4716523,0.4004554,-0.05385187,1113.501,174.2313,25.33296,-3.429859,130.8052,148.4966,2.490696,169.395040331764,165.5906,35.6992,500.158834616372,493.2021,75.79471,79.96101,81.26321,747.6616,105.8101
3.999997,S,3.999997,0.4496526,-0.5265522,0.3996982,-0.06058474,1117.383,173.7032,26.99409,-4.118734,130.7489,148.4966,2.498619,170.443054254575,166.4836,36.52459,517.1542896191,509.8266,79.41405,79.81683,81.14637,797.8956,113.5699
4.099999,S,4.099999,0.4646423,-0.5504382,0.3989077,-0.06372051,1125.074,173.1731,28.70917,-4.615598,130.6926,148.4966,2.506542,172.190614514799,168.0934,37.33921,534.264016620344,526.5526,83.11056,79.70302,81.03049,849.7968,121.6954
4.200001,S,4.200001,0.4798289,-0.5441182,0.3980682,-0.0633364,1135.274,172.6385,30.48875,-4.881833,130.6364,148.4966,2.514465,174.402486100296,170.1918,38.09171,551.595309596288,543.488,86.88909,79.62032,80.91682,903.3817,130.1948
4.300004,S,4.300004,0.4951133,-0.5099168,0.3971913,-0.05968356,1130.465,172.1018,32.32115,-4.886477,130.5801,148.4966,2.522388,173.809707512481,169.5635,38.18421,569.001304795749,560.4909,90.70803,79.56809,80.80714,958.6662,139.0746
4.400006,S,4.400006,0.5103024,-0.4513595,0.3963052,-0.05315809,1121.515,171.5688,34.18232,-4.612077,130.5238,148.4966,2.530312,172.420247918915,168.1859,37.9769,586.280633271925,577.366,94.5153,79.5443,80.70309,1015.644,148.3359
4.500008,S,4.500008,0.525416,-0.3728689,0.3954328,-0.04426268,1119.464,171.0394,36.07483,-4.061161,130.4675,148.4966,2.538235,172.302317190259,168.0919,37.85765,603.476284487903,594.1583,98.30373,79.54555,80.60549,1074.305,157.977
4.60001,S,4.60001,0.540599,-0.2798244,0.3945924,-0.03360777,1124.08,170.5091,38.01914,-3.256275,130.4112,148.4966,2.546158,173.426827275115,169.2481,37.84105,620.753781640924,611.0331,102.0899,79.56717,80.51478,1134.648,167.9967
4.700013,S,4.700013,0.5558515,-0.1784678,0.3938069,-0.02191112,1122.297,169.9778,40.01766,-2.238689,130.355,148.4966,2.554081,173.335901070761,169.2291,37.50795,638.088220339477,627.968,105.8585,79.60349,80.43143,1196.683,178.3944
4.800015,S,4.800015,0.5711145,-0.07541345,0.3930925,-0.009936226,1124.023,169.4473,42.06384,-1.068912,130.2987,148.4966,2.562005,173.898637673676,169.8666,37.23002,655.4303686864,644.9162,109.5926,79.64811,80.35568,1260.411,189.1672
4.900017,S,4.900017,0.5864354,0.02279367,0.392306,0.001552141,1121.745,168.916,44.14882,0.1755777,130.2424,148.4966,2.569928,173.696877080736,169.756,36.79002,672.819950579746,661.9177,113.2952,79.69436,80.28725,1325.838,200.312
5.00002,S,5.00002,0.6016159,0.1100811,0.3914706,0.0118417,1104.465,168.3895,46.24306,1.405759,130.1861,148.4966,2.577851,170.623375645258,166.8137,35.85423,690.008869395184,678.7286,116.9217,79.73567,80.22583,1392.957,211.8236
5.100022,S,5.100022,0.6166031,0.181359,0.3911819,0.02032672,1097.827,167.8698,48.40868,2.527532,130.1298,148.4966,2.585774,169.550412210169,165.8279,35.33341,706.984863080046,695.3362,120.4741,79.76613,80.17051,1461.744,223.6938
5.200024,S,5.200024,0.6315795,0.2327354,0.3909189,0.02654002,1099.451,167.3514,50.6138,3.452434,130.0736,148.4966,2.593697,170.053227831783,166.3738,35.18322,723.952448480173,711.9404,123.9967,79.78088,80.12006,1532.19,235.9174
5.300026,S,5.300026,0.6466608,0.2619253,0.3906695,0.03019359,1104.703,166.8312,52.87507,4.105492,130.0173,148.4966,2.601621,171.25458164201,167.5823,35.2747,741.034871856699,728.6606,127.522,79.77654,80.07327,1604.303,248.4933
5.400029,S,5.400029,0.6617614,0.2684807,0.3904499,0.03121354,1096.942,166.311,55.18075,4.431125,129.961,148.4966,2.609544,169.943007772448,166.2881,35.05558,758.101856495282,745.3663,131.0395,79.75146,80.02898,1678.089,261.4217
5.500031,S,5.500031,0.6766307,0.2539539,0.390233,0.02975961,1079.19,165.798,57.48387,4.402699,129.9047,148.4966,2.617467,166.681425398549,163.0448,34.62789,774.872046913422,761.778,134.5134,79.70588,79.98604,1753.531,274.6996
5.600033,S,5.600033,0.6913255,0.2214164,0.3900223,0.02616998,1072.458,165.2911,59.79178,4.028778,129.8484,148.4966,2.62539,165.539960508026,161.8605,34.70817,791.451350706883,777.9974,137.976,79.64185,79.94329,1830.601,288.324
5.700036,S,5.700036,0.7059386,0.1754061,0.3898257,0.02095675,1061.379,164.7872,62.11959,3.35306,129.7922,148.4966,2.633313,163.540015347009,159.8071,34.7423,807.915846500836,794.0971,141.4528,79.5631,79.89982,1909.288,302.2954
5.800038,S,5.800038,0.7202731,0.1215012,0.3896562,0.01475777,1038.966,164.2918,64.43273,2.449772,129.7359,148.4966,2.641237,159.305992443781,155.5379,34.44359,824.026810994275,809.8406,144.9095,79.47455,79.85509,1989.567,316.6138
5.90004,S,5.90004,0.7343345,0.06566533,0.3895199,0.008265678,1032.247,163.8051,66.73047,1.421376,129.6796,148.4966,2.64916,158.122746760512,154.2604,34.73517,839.843169003904,825.2847,148.3625,79.38187,79.80872,2071.401,331.2771
6.000042,S,6.000042,0.7483886,0.01360446,0.3894141,0.002147025,1029.928,163.3196,69.05867,0.3821605,129.6233,148.4966,2.657083,157.792346296479,153.8204,35.18109,855.646868920794,840.7063,151.8645,79.29081,79.76056,2154.778,346.2881
6.100045,S,6.100045,0.762375,-0.02969477,0.3893359,-0.00300493,1025.149,162.8365,71.40504,-0.5530999,129.5671,148.4966,2.665006,156.966602977234,152.9013,35.49235,871.354704979814,856.024,155.3977,79.20664,79.7109,2239.692,361.651
6.200047,S,6.200047,0.7763759,-0.06052415,0.3892778,-0.006744429,1029.867,162.3541,73.78284,-1.282886,129.5108,148.4966,2.67293,158.006860780455,153.8329,36.07779,887.084449990157,871.3546,158.9779,79.13357,79.66016,2326.137,377.3693
6.300049,S,6.300049,0.7904729,-0.07685099,0.3892326,-0.008813776,1031.415,161.8696,76.20586,-1.731669,129.4545,148.4966,2.680853,158.412402361777,154.1631,36.44486,902.903342811624,886.7658,162.6087,79.07427,79.60896,2414.12,393.4484
6.400052,S,6.400052,0.8045738,-0.07845386,0.3891973,-0.009165853,1027.21,161.3855,78.65548,-1.858757,129.3982,148.4966,2.688776,157.663474769593,153.3851,36.47989,918.70127457791,902.1515,166.2585,79.02972,79.55806,2503.643,409.8918
6.500054,S,6.500054,0.8185387,-0.06687725,0.3895966,-0.007961581,1013.001,160.9057,81.19168,-1.664698,129.3419,148.4966,2.696699,154.883720811494,150.6382,36.01527,934.309294464412,917.348,169.8838,78.99908,79.50826,2594.697,426.6993
6.600056,S,6.600056,0.83232,-0.0451241,0.3900031,-0.005532828,1011.322,160.4317,83.71951,-1.19157,129.2857,148.4966,2.704623,154.588431978361,150.3554,35.92822,949.718657234714,932.3488,173.4722,78.97993,79.46011,2687.256,443.8671
6.700058,S,6.700058,0.8464366,-0.01725286,0.3904209,-0.002343815,1055.199,159.9502,86.34318,-0.520102,129.2294,148.4966,2.712546,163.433857026548,159.0679,37.52371,965.586720108255,947.8008,177.1409,78.96864,79.41373,2781.333,461.3962
6.800061,S,6.800061,0.8615329,0.0122192,0.3908716,0.001083076,1110.056,159.4431,89.20294,0.2480544,129.1731,148.4966,2.720469,174.532193196099,169.9991,39.51952,982.577267230102,964.3564,181.0126,78.96095,79.36911,2877.014,479.3022
6.900063,S,6.900063,0.8771828,0.03890868,0.3913425,0.004235023,1103.005,158.9202,92.21436,1.001386,129.1168,148.4966,2.728392,173.168286001368,168.6889,39.13196,1000.05671801589,981.3941,184.9644,78.95254,79.3266,2974.389,497.6015
7.000065,S,7.000065,0.8921645,0.05933924,0.3917952,0.006692802,1034.588,158.4145,95.11193,1.629842,129.0605,148.4966,2.736315,159.342548251263,155.1313,36.39131,1016.63354162573,997.5477,188.7322,78.93964,79.28649,3073.428,516.2886
7.100068,S,7.100068,0.905854,0.07127994,0.392947,0.008308738,967.3754,157.9443,97.93272,2.076611,129.0043,149.2125,2.845022,145.653234631825,141.694,33.72944,1031.72565490779,1012.245,192.2092,78.91953,79.24844,3174.003,535.3378
7.20007,S,7.20007,0.9187272,0.07316336,0.4013838,0.008928588,948.7145,157.4973,102.4638,2.285429,128.948,150.7855,3.074405,141.423552416978,137.5293,32.95926,1045.96812662839,1026.108,195.5238,78.89014,79.21168,3275.992,554.725
7.300072,S,7.300072,0.9315231,0.06441269,0.4268931,0.008212079,964.5919,157.052,111.551,2.151698,128.8917,152.3547,3.303255,143.310068144634,139.3457,33.47464,1060.16916751308,1039.928,198.8407,78.8504,79.17534,3379.362,574.4429
7.400074,S,7.400074,0.944619,0.04655631,0.4634402,0.006235655,997.9681,156.5955,123.9859,1.672853,128.8354,153.9741,3.539162,148.129797208303,144.0158,34.66823,1074.72542046199,1054.092,202.2474,78.80124,79.13873,3484.13,594.4965
7.500077,S,7.500077,0.9580907,0.02344239,0.5010549,0.003395694,1017.314,156.1242,137.2871,0.9329703,128.7792,155.6568,3.783983,149.931547872691,145.7026,35.35847,1089.66239019433,1068.623,205.7589,78.74603,79.10132,3590.337,614.8963
7.600079,S,7.600079,0.9715304,0.0007997291,0.5386021,0.0003848532,1012.661,155.6486,151.0584,0.1082243,128.7229,157.3492,4.03018,146.697495986417,142.4394,35.08807,1104.4959093023,1083.045,209.2862,78.69025,79.06304,3697.996,635.6487
7.700081,S,7.700081,0.9846212,-0.01510557,0.5751963,-0.001927334,996.9848,155.177,164.9372,-0.5540573,128.6666,158.9488,4.263298,141.132010015375,136.8997,34.3033,1118.89425697274,1097.033,212.7626,78.64027,79.02411,3807.074,656.7518
7.800084,S,7.800084,0.9971803,-0.0196455,0.6103241,-0.002788056,983.3472,154.7145,178.6654,-0.8181322,128.6103,160.4878,4.487888,135.972740979507,131.788,33.47401,1132.67699760596,1110.412,216.1429,78.6012,78.98505,3917.517,678.1978
7.900086,S,7.900086,1.009452,-0.01215295,0.6446663,-0.001924955,984.7089,154.2551,192.4754,-0.576069,128.554,162.0173,4.711147,133.879026318463,129.7223,33.10164,1146.14813902546,1123.483,219.4722,78.57446,78.94648,4029.279,699.9787
8.000088,S,8.000088,1.0214,0.003033238,0.678122,0.0002023105,958.0182,153.7987,206.2879,0.06167752,128.4978,163.5251,4.93134,125.902165825303,121.9119,31.44589,1159.17837313876,1136.122,222.7113,78.55633,78.90908,4142.33,722.0893
8.10009,S,8.10009,1.032413,0.01791514,0.7089826,0.002499127,910.3451,153.3611,219.2765,0.7744378,128.4415,164.8441,5.124963,113.636480964233,109.898,28.90812,1171.09081931833,1147.667,225.719,78.53909,78.87329,4256.587,744.5129
8.200092,S,8.200092,1.042465,0.02472976,0.7371725,0.003740408,879.6876,152.9443,231.3067,1.175735,128.3852,166.0606,5.304158,105.064979460149,101.4884,27.18004,1181.93706649168,1158.168,228.5084,78.51469,78.83881,4371.938,767.2258
8.300095,S,8.300095,1.051844,0.02055166,0.7579051,0.003307999,856.0563,152.5408,240.8984,1.053174,128.3289,167.0956,5.457788,98.4393870037989,94.95214,25.96929,1192.02764599569,1167.927,231.1528,78.47955,78.80486,4488.297,790.2098
8.400097,S,8.400097,1.060892,0.009281759,0.7560261,0.001645801,855.4415,152.145,243.2143,0.5303195,128.2726,167.5581,5.530826,98.1728453584442,94.63309,26.12443,1201.79462491242,1177.365,233.75,78.43699,78.77071,4605.609,813.4547
8.500099,S,8.500099,1.070079,-0.001251048,0.7543092,-0.00007104602,863.8033,151.7461,245.6171,-0.02317198,128.2164,167.9652,5.596068,99.7888203364831,96.15963,26.6671,1211.72685210405,1186.96,236.4024,78.3946,78.73601,4723.872,836.9619
8.600101,S,8.600101,1.079144,-0.004632724,0.7527615,-0.0007506703,840.1481,151.3497,247.9903,-0.2476842,128.1601,168.2759,5.647722,94.6214225174257,91.04926,25.75356,1221.439541125,1196.336,239.028,78.35905,78.70108,4843.089,860.7344
8.700104,S,8.700104,1.087825,0.0001178547,0.7513921,-0.0001009371,836.5837,150.9635,250.2175,-0.03366366,128.1038,168.5666,5.696573,93.7120810343213,90.15266,25.58226,1230.74780817315,1205.314,241.5793,78.33176,78.66647,4963.217,884.7648
8.800106,S,8.800106,1.096735,0.00840091,0.7500772,0.00123704,859.2108,150.5723,252.5404,0.4171537,128.0475,168.8018,5.737616,98.3593514466215,94.729,26.476,1240.36006408422,1214.59,244.1888,78.30865,78.63244,5084.255,909.0525
8.900108,S,8.900108,1.105927,0.01394941,0.7488026,0.002242185,855.769,150.1736,254.978,0.7646843,127.9913,169.0245,5.776894,97.4440392318406,93.83694,26.26727,1250.22190120107,1224.111,246.8442,78.28352,78.59909,5206.239,933.6043
9.000111,S,9.000111,1.114618,0.0133727,0.7476724,0.002268296,805.5197,149.7865,257.2052,0.7813819,127.935,169.2348,5.81442,86.5382052686199,83.11343,24.10433,1259.40541482672,1232.967,249.364,78.25262,78.56632,5329.146,958.4164
9.100113,S,9.100113,1.122114,0.008081254,0.74676,0.001447696,738.8736,149.4292,258.9284,0.5025375,127.8787,169.42,5.84842,72.1630781320531,68.95052,21.29168,1267.19319133281,1240.454,251.6099,78.21691,78.53386,5452.865,983.4673
9.200115,S,9.200115,1.128324,0.00259765,0.7460529,0.0005051478,663.1606,149.1046,260.1041,0.1762684,127.8224,169.5707,5.877557,55.9064255381794,52.90248,18.07916,1273.50101715217,1246.489,253.5673,78.1807,78.50149,5577.256,1008.729
9.300117,S,9.300117,1.133068,0.0008727409,0.7455542,0.0001382132,596.5265,148.8174,260.6549,0.04835212,127.7661,169.6748,5.900129,41.7067563646767,38.8346,15.20945,1278.16654741972,1250.914,255.1986,78.14804,78.46934,5702.16,1034.17
9.40012,S,9.40012,1.136872,0.003492798,0.7451848,0.0005210917,562.9003,148.5552,260.8006,0.1824689,127.7099,169.743,5.917661,34.6404258381129,31.80107,13.73503,1281.83805652614,1254.365,256.6295,78.11975,78.43746,5827.447,1059.762
9.500122,S,9.500122,1.139948,0.007723397,0.7449118,0.001236487,507.1572,148.3114,260.6312,0.4327725,127.6536,169.7891,5.932072,23.0436295809015,20.11523,11.24217,1284.6357457663,1256.961,257.8782,78.09332,78.40607,5953.037,1085.49
9.600124,S,9.600124,1.141696,0.01021529,0.7448015,0.001708,432.4799,148.1009,259.9016,0.5960699,127.5973,169.8134,5.943422,9.0995957938465,4.47449,7.923483,1285.89417194725,1258.051,258.8069,78.06535,78.37526,6078.807,1111.327
9.700127,S,9.700127,1.142197,0.009477326,0.7448393,0.001636085,380.8601,147.9229,258.6525,0.5681028,127.541,169.8243,5.95287,-8.41649654702698,-6.204654,5.686799,1285.79774681058,1257.815,259.4557,78.03416,78.34479,6204.607,1137.242
9.800129,S,9.800129,1.141989,0.00664434,0.7449602,0.001175054,353.2635,147.7642,257.1125,0.4054873,127.4847,169.829,5.961463,-12.5934233226403,-11.73711,4.564489,1284.95422324041,1256.847,259.9532,78.00066,78.31431,6330.339,1163.213
9.900131,S,9.900131,1.141406,0.004192722,0.7451249,0.0007355059,337.625,147.6161,255.4245,0.252074,127.4285,169.8263,5.969007,-15.2295173729775,-14.70004,3.980832,1283.71656449376,1255.492,260.3739,77.96726,78.28363,6455.951,1189.23
10.00013,S,10.00013,1.140598,0.003805111,0.745316,0.000630785,317.921,147.4746,253.6513,0.214615,127.3722,169.8129,5.975046,-18.7842093399452,-18.51244,3.183722,1282.21810464616,1253.881,260.7428,77.93575,78.25285,6581.414,1215.286
10.10014,S,10.10014,1.139119,0.005455323,0.745587,0.0008814976,273.9566,147.3503,251.6169,0.2973595,127.3159,169.7798,5.978305,-27.4791523953915,-27.45049,1.254757,1279.91427694416,1251.482,260.9435,77.90616,78.22214,6706.676,1241.372
10.20014,S,10.20014,1.136964,0.00764459,0.7459401,0.001254158,239.6161,147.2441,249.3251,0.4189729,127.2596,169.731,5.97935,-34.2890969176324,-34.28824,-0.2424152,1276.8749933379,1248.364,260.9877,77.87708,78.19161,6831.659,1267.47
10.30014,S,10.30014,1.134192,0.00874595,0.7463709,0.001462372,209.6478,147.1545,246.8075,0.4832723,127.2034,169.6721,5.978992,-40.1821196880568,-40.15321,-1.523965,1273.15727858451,1244.583,260.8862,77.84689,78.16122,6956.291,1293.565
10.40014,S,10.40014,1.130952,0.008286657,0.7468637,0.001406791,185.3183,147.0781,244.1285,0.459519,127.1471,169.6078,5.977852,-44.8578248084764,-44.78668,-2.525419,1268.92839504817,1240.302,260.6766,77.81496,78.13078,7080.518,1319.644
10.50014,S,10.50014,1.127314,0.006875178,0.7474129,0.001174338,164.6756,147.0129,241.3214,0.378876,127.0908,169.5368,5.975783,-48.7240487065728,-48.6092,-3.343441,1264.26819628323,1235.599,260.376,77.78185,78.10025,7204.292,1345.697
10.60015,S,10.60015,1.123361,0.005705058,0.748011,0.0009616124,145.75,146.9571,238.4226,0.3062545,127.0345,169.4565,5.972403,-52.2055205183609,-52.04551,-4.08427,1259.26276324172,1230.558,260.0032,77.74869,78.06951,7327.578,1371.717
10.70015,S,10.70015,1.119135,0.005582651,0.7486553,0.0009205259,133.3172,146.9095,235.4523,0.2892573,126.9782,169.3641,5.967317,-54.2647801783473,-54.07485,-4.536184,1253.97324137164,1225.239,259.57,77.71631,78.0386,7450.343,1397.696
10.80015,S,10.80015,1.114717,0.006439372,0.7493379,0.001046643,119.7179,146.868,232.4438,0.3243761,126.922,169.2607,5.960688,-56.5693105046208,-56.34301,-5.05491,1248.47179418782,1219.713,259.0895,77.68473,78.00757,7572.565,1423.629
10.90015,S,10.90015,1.110109,0.007626297,0.7500613,0.001238726,108.3862,146.8329,229.4003,0.3785016,126.8657,169.1475,5.952671,-58.3740504366427,-58.11695,-5.472649,1242.76751535829,1213.989,258.5631,77.65331,77.97644,7694.223,1449.512
11.00016,S,11.00016,1.105303,0.008384283,0.7508295,0.001369667,95.39344,146.8042,226.3219,0.412457,126.8094,169.0258,5.94346,-60.5336706954176,-60.23913,-5.964269,1236.84591370718,1208.053,257.987,77.62131,77.94522,7815.297,1475.34
