Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
20.80038,S,20.80038,0.6971382,0.06539567,0.4185904,0.007549285,0,146.7074,34.51808,0.6219029,126.106,148.4966,3.15227,-39.4518722465242,-39.38466,-2.301908,754.868782288514,721.0829,215.9727,72.85849,73.32643,17022.42,3750.762
20.90038,S,20.90038,0.693791,0.0664041,0.4186352,0.00766552,0,146.7074,34.085,0.6234871,126.106,148.4966,3.15227,-39.3571180254516,-39.29081,-2.283635,751.044316835235,717.1496,215.7435,72.78744,73.25689,17094.31,3772.347
21.00039,S,21.00039,0.6904511,0.06743184,0.4186802,0.007785151,0,146.7074,33.657,0.6251976,126.106,148.4966,3.15227,-39.2634779033131,-39.19806,-2.265566,747.230533531696,713.2257,215.516,72.71575,73.18671,17165.82,3793.911
21.10039,S,21.10039,0.6871181,0.0684517,0.4187254,0.00790317,0,146.7074,33.23401,0.6266299,126.106,148.4966,3.15227,-39.1709367408768,-39.1064,-2.247613,743.427214963884,709.3109,215.2904,72.64339,73.11588,17236.93,3815.451
21.20039,S,21.20039,0.6837922,0.06951757,0.4187708,0.008025142,0,146.7074,32.816,0.6282279,126.106,148.4966,3.15227,-39.0794697568645,-39.0158,-2.229867,739.634444181756,705.4053,215.0666,72.57039,73.04439,17307.65,3836.969
21.30039,S,21.30039,0.680473,0.07060301,0.4188163,0.008150239,0,146.7074,32.40286,0.6299184,126.106,148.4966,3.15227,-38.9890659473633,-38.92625,-2.212312,735.851854819641,701.5085,214.8446,72.49673,72.97222,17377.98,3858.464
21.40039,S,21.40039,0.6771606,0.07170057,0.418862,0.008276979,0,146.7074,31.99452,0.6315818,126.106,148.4966,3.15227,-38.8997034974534,-38.83773,-2.194917,732.079557826924,697.6206,214.6244,72.42238,72.89938,17447.93,3879.937
21.5004,S,21.5004,0.6738552,0.07280168,0.4189079,0.008404496,0,146.7074,31.59098,0.6331524,126.106,148.4966,3.15227,-38.8114016327226,-38.75026,-2.17767,728.317603827063,693.7417,214.4058,72.34735,72.82587,17517.48,3901.389
21.6004,S,21.6004,0.6705565,0.07393359,0.418954,0.008534987,0,146.7074,31.19213,0.6347936,126.106,148.4966,3.15227,-38.7241119356261,-38.66379,-2.160599,724.565778276891,689.8715,214.189,72.27164,72.75165,17586.64,3922.819
21.7004,S,21.7004,0.6672646,0.07507264,0.4190002,0.00866639,0,146.7074,30.79792,0.6363487,126.106,148.4966,3.15227,-38.6378524572969,-38.57834,-2.143671,720.824046051524,686.01,213.9738,72.19522,72.67674,17655.41,3944.227
21.8004,S,21.8004,0.6639792,0.07622544,0.4190466,0.008799433,0,146.7074,30.4083,0.6378712,126.106,148.4966,3.15227,-38.5525838651484,-38.49387,-2.126898,717.092003960836,682.1567,213.7604,72.11807,72.60111,17723.8,3965.614
21.90041,S,21.90041,0.6607003,0.07743121,0.4190932,0.008938039,0,146.7074,30.02317,0.63964,126.106,148.4966,3.15227,-38.4682789328046,-38.41035,-2.110331,713.369921778957,678.3119,213.5487,72.04025,72.52476,17791.8,3986.979
22.00041,S,22.00041,0.6574279,0.07863855,0.41914,0.009077298,0,146.7074,29.64252,0.6412965,126.106,148.4966,3.15227,-38.3849634603827,-38.32781,-2.093896,709.657688295471,674.4755,213.3386,71.96168,72.44768,17859.42,4008.323
22.10041,S,22.10041,0.654162,0.07989488,0.4191871,0.009223159,0,146.7074,29.26628,0.6432569,126.106,148.4966,3.15227,-38.3025820981795,-38.24619,-2.077678,705.955045049609,670.6472,213.1301,71.8824,72.36987,17926.66,4029.647
22.20041,S,22.20041,0.6509023,0.08119392,0.4192343,0.009371708,0,146.7074,28.89435,0.6452363,126.106,148.4966,3.15227,-38.2211512349101,-38.16551,-2.061613,702.261748890802,666.8267,212.9233,71.80238,72.29129,17993.52,4050.949
22.30042,S,22.30042,0.6476491,0.08249453,0.4192817,0.009522076,0,146.7074,28.52676,0.6471736,126.106,148.4966,3.15227,-38.1406601707721,-38.08576,-2.045689,698.578296722222,663.0146,212.7179,71.72162,72.21197,18059.99,4072.231
22.40042,S,22.40042,0.6444022,0.08383356,0.4193293,0.009676647,0,146.7074,28.16339,0.6492263,126.106,148.4966,3.15227,-38.0610903670764,-38.00692,-2.029934,694.904327828037,659.2104,212.5142,71.64009,72.13188,18126.08,4093.493
22.50042,S,22.50042,0.6411616,0.08520725,0.4193772,0.009834642,0,146.7074,27.80421,0.6513352,126.106,148.4966,3.15227,-37.9824211815212,-37.92897,-2.014337,691.239727871823,655.414,212.3121,71.5578,72.051,18191.79,4114.734
22.60042,S,22.60042,0.6379271,0.08661755,0.4194252,0.009997362,0,146.7074,27.44918,0.6535805,126.106,148.4966,3.15227,-37.9046433407778,-37.8519,-1.998913,687.584297294543,651.6252,212.1115,71.47474,71.96934,18257.12,4135.956
22.70042,S,22.70042,0.6346989,0.08805033,0.4194735,0.01016261,0,146.7074,27.09825,0.6558126,126.106,148.4966,3.15227,-37.8277749421676,-37.77573,-1.983628,683.938473519876,647.8444,211.9125,71.39088,71.88687,18322.08,4157.157
22.80043,S,22.80043,0.6314769,0.08952413,0.419522,0.01033304,0,146.7074,26.75135,0.6581966,126.106,148.4966,3.15227,-37.7517576746858,-37.7004,-1.968514,680.30166393545,644.071,211.715,71.30624,71.8036,18386.66,4178.338
22.90043,S,22.90043,0.6282608,0.09102779,0.4195707,0.01050601,0,146.7074,26.40841,0.6605564,126.106,148.4966,3.15227,-37.6766093449618,-37.62593,-1.953531,676.673898660781,640.305,211.519,71.22078,71.71949,18450.86,4199.5
23.00043,S,23.00043,0.6250507,0.09256693,0.4196196,0.01068394,0,146.7074,26.0694,0.6630411,126.106,148.4966,3.15227,-37.6023115214225,-37.5523,-1.93871,673.055098872228,636.5463,211.3245,71.1345,71.63455,18514.68,4220.643
23.10043,S,23.10043,0.6218465,0.09413283,0.4196687,0.0108637,0,146.7074,25.73429,0.6654508,126.106,148.4966,3.15227,-37.5288719017034,-37.47952,-1.924008,669.445385203745,632.795,211.1315,71.04738,71.54877,18578.13,4241.766
23.20044,S,23.20044,0.6186486,0.09573832,0.4197181,0.01104906,0,146.7074,25.40305,0.6680123,126.106,148.4966,3.15227,-37.4562528868183,-37.40755,-1.909472,665.844774041712,629.0511,210.94,70.95943,71.46213,18641.2,4262.87
23.30044,S,23.30044,0.6154563,0.09734742,0.4197677,0.01123449,0,146.7074,25.07556,0.6703857,126.106,148.4966,3.15227,-37.3844604710383,-37.3364,-1.895025,662.252938465077,625.3143,210.7498,70.87061,71.37463,18703.9,4283.954
23.40044,S,23.40044,0.61227,0.09900999,0.4198175,0.01142663,0,146.7074,24.75184,0.6729662,126.106,148.4966,3.15227,-37.3134889283903,-37.26606,-1.880752,658.66971792106,621.5843,210.5612,70.78091,71.28622,18766.23,4305.02
23.50044,S,23.50044,0.6090893,0.1006936,0.4198676,0.01162127,0,146.7074,24.43181,0.6754973,126.106,148.4966,3.15227,-37.2433053430709,-37.1965,-1.866596,655.095223451376,617.8613,210.3739,70.69033,71.19695,18828.18,4326.066
23.60044,S,23.60044,0.6059148,0.1024088,0.4199179,0.0118185,0,146.7074,24.11545,0.6779826,126.106,148.4966,3.15227,-37.1739295412205,-37.12774,-1.852555,651.529732311263,614.1455,210.1881,70.59886,71.10676,18889.76,4347.095
23.70045,S,23.70045,0.6027457,0.1041595,0.4199684,0.01202041,0,146.7074,23.80269,0.6805382,126.106,148.4966,3.15227,-37.105332701876,-37.05975,-1.838653,647.972605487799,610.4363,210.0035,70.5065,71.01566,18950.97,4368.104
23.80045,S,23.80045,0.5995826,0.1059349,0.4200208,0.01222562,0,146.7074,23.4936,0.68308,126.106,148.4966,3.15227,-37.0375341898882,-36.99255,-1.824879,644.424157628408,606.7339,209.8204,70.4132,70.92362,19011.81,4389.095
23.90045,S,23.90045,0.5964251,0.1077543,0.4201899,0.01243508,0,146.7074,23.19445,0.6856589,126.106,148.4966,3.15227,-36.9718450334565,-36.92743,-1.811695,640.884278326233,603.0382,209.6387,70.31898,70.83064,19072.29,4410.068
24.00045,S,24.00045,0.5932731,0.1096056,0.4203589,0.01264831,0,146.7074,22.8986,0.688241,126.106,148.4966,3.15227,-36.9068731352208,-36.86302,-1.798622,637.352648219295,599.3489,209.4582,70.22381,70.73669,19132.39,4431.023
24.10046,S,24.10046,0.5901268,0.1114939,0.4205278,0.01286558,0,146.7074,22.606,0.6908375,126.106,148.4966,3.15227,-36.8425984714108,-36.7993,-1.78566,633.829542947146,595.6662,209.2791,70.12769,70.64178,19192.12,4451.96
24.20046,S,24.20046,0.5869859,0.1134341,0.4206968,0.01308877,0,146.7074,22.31661,0.693544,126.106,148.4966,3.15227,-36.7790219578517,-36.73627,-1.772829,630.314586712422,591.9897,209.1013,70.03061,70.54588,19251.48,4472.879
24.30046,S,24.30046,0.5838503,0.1154195,0.4208657,0.0133176,0,146.7074,22.03039,0.6963365,126.106,148.4966,3.15227,-36.7161331583412,-36.67392,-1.760121,626.807576558028,588.3192,208.9247,69.93255,70.44896,19310.48,4493.78
24.40046,S,24.40046,0.5807201,0.1174606,0.4210346,0.01355289,0,146.7074,21.74731,0.6992504,126.106,148.4966,3.15227,-36.653902382492,-36.61222,-1.747543,623.308675716644,584.6548,208.7494,69.8335,70.35103,19369.11,4514.664
24.50047,S,24.50047,0.5775954,0.1195247,0.4212036,0.01379022,0,146.7074,21.46735,0.7020516,126.106,148.4966,3.15227,-36.5923671496683,-36.55121,-1.735045,619.818244640612,580.9969,208.5753,69.73343,70.25209,19427.38,4535.53
24.60047,S,24.60047,0.5744761,0.1216469,0.4213725,0.01403499,0,146.7074,21.19045,0.7050114,126.106,148.4966,3.15227,-36.5314800846985,-36.49084,-1.722682,616.335598485671,577.3447,208.4025,69.63235,70.15208,19485.27,4556.379
24.70047,S,24.70047,0.5713626,0.1238121,0.4215414,0.01428424,0,146.7074,20.91662,0.7079734,126.106,148.4966,3.15227,-36.4712496066763,-36.43112,-1.710422,612.861483643772,573.699,208.2309,69.53024,70.05103,19542.81,4577.21
24.80047,S,24.80047,0.5682544,0.1260349,0.4217102,0.01454006,0,146.7074,20.6458,0.7110338,126.106,148.4966,3.15227,-36.4116764178397,-36.37205,-1.698281,609.395367076748,570.0592,208.0605,69.42709,69.94891,19599.98,4598.025
24.90047,S,24.90047,0.5651516,0.1283098,0.4218791,0.01480218,0,146.7074,20.37795,0.7141722,126.106,148.4966,3.15227,-36.3527303085343,-36.3136,-1.686255,605.937179803158,566.4252,207.8913,69.32287,69.84569,19656.78,4618.823
25.00048,S,25.00048,0.5620539,0.1306516,0.422048,0.01507154,0,146.7074,20.11302,0.7174248,126.106,148.4966,3.15227,-36.2944114550257,-36.25577,-1.674349,602.486809156725,562.7968,207.7234,69.21758,69.74133,19713.23,4639.603
25.10048,S,25.10048,0.5589617,0.1330453,0.4222168,0.01534699,0,146.7074,19.85101,0.7207288,126.106,148.4966,3.15227,-36.2367192485909,-36.19856,-1.662551,599.044523586755,559.1743,207.5567,69.11119,69.63587,19769.31,4660.367
25.20048,S,25.20048,0.5558748,0.1355023,0.4223857,0.0156294,0,146.7074,19.59189,0.7241176,126.106,148.4966,3.15227,-36.1796538683119,-36.14197,-1.650866,595.610041791686,555.5574,207.3911,69.0037,69.52926,19825.03,4681.115
25.30048,S,25.30048,0.5527932,0.1380126,0.4225546,0.0159197,0,146.7074,19.3356,0.7276253,126.106,148.4966,3.15227,-36.1231754840906,-36.08596,-1.639298,592.183527923872,551.9462,207.2267,68.89509,69.42149,19880.38,4701.847
25.40049,S,25.40049,0.5497169,0.1405868,0.4227234,0.01621602,0,146.7074,19.08213,0.7311575,126.106,148.4966,3.15227,-36.0673231405171,-36.03057,-1.627828,588.764696908903,548.3404,207.0634,68.78533,69.31254,19935.38,4722.561
25.50049,S,25.50049,0.5466462,0.1431926,0.4228923,0.0165162,0,146.7074,18.83146,0.7346134,126.106,148.4966,3.15227,-36.0120658386777,-35.97577,-1.616434,585.354047961227,544.7405,206.9012,68.67441,69.20242,19990.02,4743.258
25.60049,S,25.60049,0.5435808,0.1458578,0.4230611,0.01682286,0,146.7074,18.58354,0.7381048,126.106,148.4966,3.15227,-35.9574144795433,-35.92157,-1.605137,581.951149588643,541.146,206.7401,68.56232,69.09108,20044.29,4763.941
25.70049,S,25.70049,0.5405205,0.1486012,0.4232299,0.0171379,0,146.7074,18.33834,0.7417066,126.106,148.4966,3.15227,-35.9033297710826,-35.86793,-1.593953,578.555930142488,537.5567,206.5803,68.44901,68.97849,20098.21,4784.607
25.8005,S,25.8005,0.5374656,0.1514035,0.4233988,0.01745985,0,146.7074,18.09585,0.7453476,126.106,148.4966,3.15227,-35.8498308883755,-35.81487,-1.582865,575.168488081976,533.9728,206.4215,68.33451,68.86465,20151.77,4805.258
25.9005,S,25.9005,0.5344162,0.1542713,0.4235676,0.01779108,0,146.7074,17.85603,0.7491208,126.106,148.4966,3.15227,-35.7968886968274,-35.76236,-1.571893,571.78904324251,530.3944,206.2639,68.21878,68.74955,20204.97,4825.892
26.0005,S,26.0005,0.531372,0.1572066,0.4237365,0.01812857,0,146.7074,17.61885,0.7528883,126.106,148.4966,3.15227,-35.7445217227259,-35.71042,-1.561005,568.417176699832,526.8211,206.1073,68.10181,68.63316,20257.81,4846.51
26.1005,S,26.1005,0.5283331,0.1602052,0.4239053,0.01847461,0,146.7074,17.38428,0.7567403,126.106,148.4966,3.15227,-35.692710776702,-35.65903,-1.55022,565.053192381414,523.2531,205.9519,67.98356,68.51545,20310.3,4867.113
26.2005,S,26.2005,0.5252995,0.1632761,0.4240742,0.01882779,0,146.7074,17.15229,0.760609,126.106,148.4966,3.15227,-35.6414551199104,-35.60819,-1.539522,561.696678762375,519.69,205.7975,67.86402,68.39641,20362.43,4887.701
26.30051,S,26.30051,0.522271,0.1664341,0.424243,0.01919077,0,146.7074,16.92285,0.7645941,126.106,148.4966,3.15227,-35.5907455414606,-35.55789,-1.52893,558.347681762713,516.1318,205.6441,67.74319,68.27602,20414.2,4908.273
26.40051,S,26.40051,0.5192478,0.1696543,0.4244119,0.0195614,0,146.7074,16.69595,0.7686016,126.106,148.4966,3.15227,-35.5405711459196,-35.50812,-1.518424,555.006421233372,512.5787,205.4917,67.62105,68.15426,20465.62,4928.83
26.50051,S,26.50051,0.5162302,0.1729677,0.4245808,0.0199432,0,146.7074,16.47156,0.7727606,126.106,148.4966,3.15227,-35.4909230957709,-35.45887,-1.508032,551.672928464786,509.0306,205.3405,67.49756,68.03109,20516.68,4949.371
26.60051,S,26.60051,0.5132178,0.176353,0.4247496,0.02033258,0,146.7074,16.24965,0.7769218,126.106,148.4966,3.15227,-35.4418098891817,-35.41015,-1.49772,548.347170185317,505.4875,205.1903,67.3727,67.90651,20567.39,4969.897
26.70052,S,26.70052,0.5102106,0.1798149,0.4249185,0.02073162,0,146.7074,16.03019,0.7811564,126.106,148.4966,3.15227,-35.3932120580854,-35.36194,-1.487501,545.028865784705,501.9491,205.041,67.24646,67.78049,20617.74,4990.409
26.80052,S,26.80052,0.5072088,0.1833505,0.4250874,0.02113795,0,146.7074,15.81316,0.7853678,126.106,148.4966,3.15227,-35.3451387160742,-35.31425,-1.477355,541.718333090622,498.4156,204.8928,67.1188,67.65301,20667.74,5010.906
26.90052,S,26.90052,0.5042124,0.1869909,0.4252563,0.02155679,0,146.7074,15.59853,0.7897415,126.106,148.4966,3.15227,-35.2975714739788,-35.26706,-1.467321,538.415330300122,494.8867,204.7457,66.98973,67.52402,20717.39,5031.388
27.00052,S,27.00052,0.5012212,0.1907206,0.4254253,0.0219867,0,146.7074,15.38629,0.7942122,126.106,148.4966,3.15227,-35.2505096154026,-35.22037,-1.457383,535.119966554811,491.3625,204.5996,66.85921,67.39352,20766.68,5051.855
27.10052,S,27.10052,0.4982356,0.1945337,0.4255942,0.02242455,0,146.7074,15.1764,0.7986577,126.106,148.4966,3.15227,-35.2039420358591,-35.17417,-1.447515,531.832253132237,487.843,204.4544,66.72721,67.26151,20815.63,5072.308
27.20053,S,27.20053,0.4952551,0.1984385,0.4257631,0.02287408,0,146.7074,14.96883,0.803203,126.106,148.4966,3.15227,-35.157869608435,-35.12846,-1.437739,528.552042663714,484.328,204.3101,66.59373,67.12792,20864.22,5092.746
27.30053,S,27.30053,0.4922802,0.2024412,0.4259321,0.02333544,0,146.7074,14.7636,0.8078442,126.106,148.4966,3.15227,-35.1122924544251,-35.08324,-1.428059,525.279745264459,480.8178,204.1669,66.45873,66.99274,20912.46,5113.169
27.40053,S,27.40053,0.4893108,0.2065603,0.4261011,0.02380849,0,146.7074,14.56065,0.8125636,126.106,148.4966,3.15227,-35.067190222631,-35.03849,-1.418467,522.014917760052,477.3119,204.0247,66.3222,66.85595,20960.35,5133.579
27.50053,S,27.50053,0.4863467,0.2107725,0.42627,0.02429341,0,146.7074,14.35994,0.8173572,126.106,148.4966,3.15227,-35.0225627532552,-34.99421,-1.40896,518.757752358836,473.8105,203.8834,66.1841,66.71751,21007.88,5153.975
27.60054,S,27.60054,0.4833882,0.2150791,0.426439,0.02478938,0,146.7074,14.1615,0.8221879,126.106,148.4966,3.15227,-34.9784098091678,-34.9504,-1.399533,515.508204381695,470.3135,203.743,66.0444,66.57742,21055.07,5174.356
27.70054,S,27.70054,0.4804351,0.2195002,0.426608,0.02529758,0,146.7074,13.96527,0.8270855,126.106,148.4966,3.15227,-34.9347214441141,-34.90705,-1.390188,512.266431648453,466.821,203.6035,65.90311,66.43562,21101.91,5194.724
27.80054,S,27.80054,0.4774876,0.2240394,0.4267771,0.02581957,0,146.7074,13.77124,0.8320893,126.106,148.4966,3.15227,-34.8914979789913,-34.86416,-1.380934,509.032338882293,463.3328,203.465,65.76019,66.29211,21148.4,5215.077
27.90054,S,27.90054,0.4745457,0.2287046,0.4269461,0.02635635,0,146.7074,13.57939,0.837219,126.106,148.4966,3.15227,-34.8487294592203,-34.82172,-1.371773,505.805854576884,459.8488,203.3274,65.61561,66.14684,21194.54,5235.417
28.00055,S,28.00055,0.4716092,0.2334916,0.4271152,0.02690684,0,146.7074,13.38969,0.842428,126.106,148.4966,3.15227,-34.8064054976496,-34.77972,-1.362696,502.587043572868,456.369,203.1907,65.46934,65.99978,21240.34,5255.743
28.10055,S,28.10055,0.4686783,0.2384199,0.4272844,0.02747362,0,146.7074,13.20213,0.8477839,126.106,148.4966,3.15227,-34.7645265247037,-34.73816,-1.353715,499.375900719144,452.8933,203.055,65.32136,65.85089,21285.78,5276.055
28.20055,S,28.20055,0.4657531,0.2434592,0.4274535,0.02805329,0,146.7074,13.01668,0.8531689,126.106,148.4966,3.15227,-34.7230914890943,-34.69704,-1.344804,496.172513851412,449.4218,202.9201,65.17164,65.70017,21330.88,5296.354
28.30055,S,28.30055,0.4628335,0.2486415,0.4275019,0.0286509,0,146.7074,12.8297,0.8587255,126.106,148.4966,3.15227,-34.6813493956809,-34.65562,-1.335664,492.97678985339,445.9543,202.7861,65.02015,65.54757,21375.63,5316.639
28.40055,S,28.40055,0.4599197,0.2539675,0.4277115,0.02926273,0,146.7074,12.64967,0.864328,126.106,148.4966,3.15227,-34.6410276004255,-34.6156,-1.327038,489.789026059223,442.491,202.6531,64.86687,65.39305,21420.04,5336.911
28.50056,S,28.50056,0.4570116,0.2594196,0.4279204,0.02988969,0,146.7074,12.47164,0.8699914,126.106,148.4966,3.15227,-34.601129655277,-34.576,-1.318483,486.609015834714,439.0317,202.5209,64.71175,65.2366,21464.1,5357.169
28.60056,S,28.60056,0.4541094,0.2650309,0.4281288,0.03053424,0,146.7074,12.2956,0.8757762,126.106,148.4966,3.15227,-34.5616260460101,-34.53679,-1.310012,483.436872005364,435.5764,202.3896,64.55479,65.07816,21507.81,5377.415
28.70056,S,28.70056,0.4512127,0.2707847,0.4283365,0.03119617,0,146.7074,12.12151,0.8816602,126.106,148.4966,3.15227,-34.5225363443697,-34.49799,-1.301615,480.272306876817,432.1248,202.259,64.39595,64.91773,21551.18,5397.647
28.80056,S,28.80056,0.4483218,0.2766858,0.4285436,0.03187449,0,146.7074,11.94936,0.8876036,126.106,148.4966,3.15227,-34.483850376938,-34.45959,-1.293288,477.115520414988,428.677,202.1292,64.23519,64.75525,21594.2,5417.867
28.90057,S,28.90057,0.4454368,0.2827582,0.4287501,0.03257274,0,146.7074,11.77915,0.893692,126.106,148.4966,3.15227,-34.4455586820495,-34.42158,-1.285046,473.966728098733,425.2331,202.0003,64.07249,64.59068,21636.88,5438.073
29.00057,S,29.00057,0.4425578,0.2890007,0.4289559,0.03329095,0,146.7074,11.61085,0.8999095,126.106,148.4966,3.15227,-34.4076511180216,-34.38395,-1.276886,470.825721667784,421.7928,201.8723,63.9078,64.42397,21679.21,5458.267
29.10057,S,29.10057,0.4396848,0.2954044,0.4291612,0.03402733,0,146.7074,11.44445,0.9061944,126.106,148.4966,3.15227,-34.3701371256871,-34.34671,-1.268794,467.692901518423,418.3565,201.7451,63.74111,64.25513,21721.2,5478.447
29.20057,S,29.20057,0.4368179,0.3019694,0.4293658,0.03478227,0,146.7074,11.27994,0.9125437,126.106,148.4966,3.15227,-34.3330166045663,-34.30986,-1.260768,464.568158347099,414.924,201.6187,63.57237,64.08408,21762.85,5498.616
29.30058,S,29.30058,0.433957,0.3087146,0.4295698,0.03555771,0,146.7074,11.11728,0.9189942,126.106,148.4966,3.15227,-34.2962697613457,-34.27338,-1.252814,461.451351004044,411.4951,201.493,63.40156,63.91082,21804.15,5518.771
29.40058,S,29.40058,0.4311022,0.3156439,0.4297732,0.03635489,0,146.7074,10.95648,0.9255632,126.106,148.4966,3.15227,-34.2598967480474,-34.23727,-1.244937,458.342519615249,408.0697,201.3681,63.22863,63.73528,21845.11,5538.914
29.50058,S,29.50058,0.4282537,0.3227694,0.429976,0.03717463,0,146.7074,10.7975,0.9322556,126.106,148.4966,3.15227,-34.2238875026332,-34.20152,-1.237136,455.24196064048,404.648,201.2441,63.05356,63.5574,21885.73,5559.045
29.60058,S,29.60058,0.4254114,0.3300938,0.4301783,0.0380156,0,146.7074,10.64035,0.9390227,126.106,148.4966,3.15227,-34.1882616206396,-34.16615,-1.229401,452.149546881356,401.2298,201.1209,62.8763,63.37717,21926.01,5579.163
29.70058,S,29.70058,0.4225753,0.3376067,0.4303799,0.03887864,0,146.7074,10.48499,0.9458703,126.106,148.4966,3.15227,-34.1529890239464,-34.13113,-1.22173,449.065273993807,397.8151,200.9983,62.69683,63.19456,21965.95,5599.27
29.80059,S,29.80059,0.4197456,0.345316,0.4305809,0.03976495,0,146.7074,10.33142,0.9528126,126.106,148.4966,3.15227,-34.1180898170242,-34.09648,-1.214127,445.989177162709,394.4038,200.8764,62.5151,63.0095,22005.54,5619.363
29.90059,S,29.90059,0.4169223,0.3532646,0.4307814,0.04067939,0,146.7074,10.17962,0.95995,126.106,148.4966,3.15227,-34.0835247059946,-34.06216,-1.206612,442.921536250654,390.996,200.7554,62.33109,62.82194,22044.8,5639.445
30.00059,S,30.00059,0.4141056,0.3614408,0.4309814,0.04161926,0,146.7074,10.02959,0.9671991,126.106,148.4966,3.15227,-34.0493229996411,-34.0282,-1.199167,439.862219349374,387.5915,200.6352,62.14474,62.63184,22083.71,5659.515
30.10059,S,30.10059,0.4112955,0.3698436,0.4311808,0.04258517,0,146.7074,9.881299,0.9745574,126.106,148.4966,3.15227,-34.015464612151,-33.99458,-1.19179,436.811506708673,384.1905,200.5158,61.95602,62.43915,22122.28,5679.572
30.2006,S,30.2006,0.408492,0.3784548,0.4313796,0.04357409,0,146.7074,9.734738,0.9819399,126.106,148.4966,3.15227,-33.981968911611,-33.96132,-1.184464,433.769262941184,380.7929,200.3969,61.7649,62.24386,22160.51,5699.617
30.3006,S,30.3006,0.4056955,0.3873353,0.431578,0.04459507,0,146.7074,9.589907,0.989535,126.106,148.4966,3.15227,-33.9487972221982,-33.92838,-1.177227,430.735690222942,377.3986,200.2789,61.57133,62.04588,22198.4,5719.651
30.4006,S,30.4006,0.4029055,0.3964719,0.4317759,0.04564478,0,146.7074,9.446766,0.9972464,126.106,148.4966,3.15227,-33.9159486772908,-33.89576,-1.170055,427.710622621908,374.0074,200.1616,61.37527,61.84517,22235.96,5739.673
30.5006,S,30.5006,0.4001225,0.405834,0.4319733,0.04672077,0,146.7074,9.305317,1.005006,126.106,148.4966,3.15227,-33.8834528560191,-33.86349,-1.162937,424.694463952687,370.6197,200.0449,61.17668,61.6417,22273.17,5759.684
30.60061,S,30.60061,0.3973466,0.4154604,0.4321702,0.04782843,0,146.7074,9.165552,1.012911,126.106,148.4966,3.15227,-33.8512903654555,-33.83155,-1.155891,421.687104271292,367.2352,199.9289,60.97551,61.4354,22310.05,5779.683
30.70061,S,30.70061,0.3945777,0.4253985,0.4323667,0.04896984,0,146.7074,9.027446,1.020987,126.106,148.4966,3.15227,-33.8194413240468,-33.79992,-1.148921,418.688549146927,363.8537,199.8137,60.77173,61.22619,22346.59,5799.669
30.80061,S,30.80061,0.391816,0.4356151,0.4325628,0.05014338,0,146.7074,8.890993,1.029179,126.106,148.4966,3.15227,-33.7879152892321,-33.76861,-1.142015,415.699020249261,360.4754,199.6992,60.56529,61.01405,22382.79,5819.645
30.90061,S,30.90061,0.3890616,0.4461178,0.4327586,0.05135003,0,146.7074,8.756178,1.037489,126.106,148.4966,3.15227,-33.7567022083272,-33.73761,-1.135172,412.718588669907,357.1003,199.5853,60.35615,60.79893,22418.65,5839.609
31.00061,S,31.00061,0.3863147,0.4569337,0.432954,0.05259419,0,146.7074,8.623002,1.045986,126.106,148.4966,3.15227,-33.7258025923901,-33.70692,-1.128408,409.74748117359,353.7284,199.4722,60.14426,60.58076,22454.17,5859.562
31.10062,S,31.10062,0.3835751,0.4680677,0.4331491,0.05387284,0,146.7074,8.491434,1.054587,126.106,148.4966,3.15227,-33.6952157100738,-33.67654,-1.121702,406.785509156461,350.3594,199.3598,59.92955,60.35947,22489.36,5879.503
31.20062,S,31.20062,0.3808431,0.4794874,0.4333439,0.05518604,0,146.7074,8.361469,1.063274,126.106,148.4966,3.15227,-33.6649414405179,-33.64647,-1.115051,403.83281620443,346.9935,199.2478,59.71201,60.13504,22524.21,5899.434
31.30062,S,31.30062,0.378119,0.4912863,0.4335385,0.05654173,0,146.7074,8.233101,1.072181,126.106,148.4966,3.15227,-33.6349706590377,-33.6167,-1.108482,400.889749707799,343.6306,199.1368,59.49157,59.90735,22558.72,5919.353
31.40062,S,31.40062,0.3754025,0.5034335,0.4337329,0.05793638,0,146.7074,8.10631,1.081217,126.106,148.4966,3.15227,-33.60528265438,-33.58721,-1.101974,397.956163041732,340.2706,199.0264,59.26819,59.67637,22592.9,5939.261
31.50063,S,31.50063,0.3726939,0.5158966,0.4339272,0.05936927,0,146.7074,7.981083,1.090347,126.106,148.4966,3.15227,-33.5759071263944,-33.55803,-1.095519,395.032166644974,336.9136,198.9164,59.04181,59.44207,22626.75,5959.158
31.60063,S,31.60063,0.3699933,0.5287699,0.4341214,0.06084791,0,146.7074,7.857419,1.099689,126.106,148.4966,3.15227,-33.54681485141,-33.52913,-1.089141,392.117992260825,333.5594,198.8073,58.81238,59.20431,22660.25,5979.044
31.70063,S,31.70063,0.3673009,0.542021,0.4343156,0.06237022,0,146.7074,7.735302,1.109181,126.106,148.4966,3.15227,-33.5180053464757,-33.50051,-1.082826,389.213718733624,330.2081,198.6988,58.57986,58.96308,22693.43,5998.919
